Order Date,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales
2016-09-08,Corporate,Detroit,Michigan,Central,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45
2016-09-08,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,Rogers Deluxe File Chest,21.98
2016-02-28,Consumer,Columbia,Tennessee,South,Furniture,Chairs,Global Low Back Tilter Chair,161.568
2016-02-28,Consumer,Columbia,Tennessee,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696
2015-09-13,Corporate,Charlotte,North Carolina,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.648
2018-07-04,Home Office,Tampa,Florida,South,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86
2018-07-04,Home Office,Tampa,Florida,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145
2018-07-04,Home Office,Tampa,Florida,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.328
2018-07-04,Home Office,Tampa,Florida,South,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072
2018-07-04,Home Office,Tampa,Florida,South,Technology,Accessories,Logitech P710e Mobile Speakerphone,617.976
2018-12-11,Corporate,Santa Clara,California,West,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56
2017-04-06,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1957,25.92
2017-04-06,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68
2017-04-06,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,Staple-based wall hangings,11.688
2017-04-06,Consumer,Chicago,Illinois,Central,Technology,Phones,PureGear Roll-On Screen Protector,31.984
2017-04-06,Consumer,Chicago,Illinois,Central,Furniture,Tables,KI Conference Tables,177.225
2017-04-06,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044
2017-04-06,Consumer,Chicago,Illinois,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408
2015-01-06,Home Office,Lakeville,Minnesota,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86
2015-01-06,Home Office,Lakeville,Minnesota,Central,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72
2015-01-06,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88
2015-01-06,Home Office,Lakeville,Minnesota,Central,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25
2015-01-06,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,Xerox 205,25.92
2017-10-12,Consumer,San Francisco,California,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568
2017-11-09,Consumer,San Diego,California,West,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61
2017-11-09,Consumer,San Diego,California,West,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37
2017-10-12,Consumer,New York City,New York,East,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58
2017-10-12,Consumer,New York City,New York,East,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92
2016-11-28,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132
2016-11-28,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368
2016-11-28,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92
2016-11-28,Corporate,Chicago,Illinois,Central,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,647.904
2018-01-12,Consumer,New York City,New York,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37
2018-01-12,Consumer,New York City,New York,East,Office Supplies,Storage,Safco Industrial Shelving,221.55
2018-01-12,Consumer,New York City,New York,East,Office Supplies,Binders,Acco 3-Hole Punch,17.52
2018-08-06,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624
2015-09-19,Corporate,Houston,Texas,Central,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982
2015-09-19,Corporate,Houston,Texas,Central,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958
2017-06-06,Consumer,Chicago,Illinois,Central,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224
2016-10-11,Consumer,Brentwood,California,West,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9
2018-06-16,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016
2017-01-22,Consumer,Morristown,New Jersey,East,Office Supplies,Fasteners,Bagged Rubber Bands,7.56
2018-09-12,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,Safco Commercial Shelving,37.208
2018-09-12,Corporate,Cincinnati,Ohio,East,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576
2018-12-28,Corporate,San Francisco,California,West,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84
2016-07-30,Consumer,San Francisco,California,West,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93
2016-07-30,Consumer,San Francisco,California,West,Furniture,Furnishings,Regeneration Desk Collection,5.28
2016-07-30,Consumer,San Francisco,California,West,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92
2018-09-16,Corporate,Inglewood,California,West,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82
2018-09-16,Corporate,Inglewood,California,West,Office Supplies,Art,Newell 330,5.98
2018-10-13,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648
2018-10-13,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176
2018-10-13,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Eldon Simplefile Box Office,59.712
2018-10-13,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 489,24.84
2016-09-26,Consumer,Houston,Texas,Central,Office Supplies,Binders,Round Ring Binders,2.08
2016-09-26,Consumer,Houston,Texas,Central,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4
2016-02-11,Consumer,Los Angeles,California,West,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84
2016-09-26,Consumer,Portland,Oregon,West,Office Supplies,Paper,Easy-staple paper,141.76
2016-09-26,Consumer,Portland,Oregon,West,Technology,Accessories,Microsoft Arc Touch Mouse,239.8
2016-09-26,Consumer,Portland,Oregon,West,Office Supplies,Paper,Xerox 216,31.104
2017-12-18,Corporate,Tamarac,Florida,South,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058
2017-12-18,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528
2017-12-18,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48
2017-11-20,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096
2017-11-20,Home Office,Columbus,Ohio,East,Office Supplies,Labels,Avery 512,18.496
2017-11-20,Home Office,Columbus,Ohio,East,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984
2017-11-20,Home Office,Columbus,Ohio,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97
2015-12-26,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416
2015-12-26,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352
2015-12-26,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352
2015-12-26,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6
2015-12-26,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552
2017-10-28,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,Xerox 223,32.4
2017-10-28,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48
2017-10-28,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,Xerox 1939,56.91
2017-10-28,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6
2017-10-28,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28
2018-11-19,Consumer,Chicago,Illinois,Central,Furniture,Tables,BPI Conference Tables,219.075
2016-04-05,Corporate,New York City,New York,East,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8
2015-12-30,Corporate,Taylor,Michigan,Central,Office Supplies,Art,Newell 350,9.84
2015-01-06,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48
2015-01-06,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2
2018-04-15,Consumer,Arlington,Virginia,South,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89
2017-12-09,Corporate,Arvada,Colorado,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136
2017-12-09,Corporate,Arvada,Colorado,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768
2017-12-09,Corporate,Arvada,Colorado,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232
2017-12-09,Corporate,Arvada,Colorado,West,Office Supplies,Labels,Avery 509,6.264
2015-09-27,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54
2015-09-08,Corporate,Saint Petersburg,Florida,South,Technology,Phones,AT&T 1070 Corded Phone,178.384
2015-09-08,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,Xerox 21,15.552
2015-12-28,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136
2015-04-11,Home Office,New York City,New York,East,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882
2015-04-11,Home Office,New York City,New York,East,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98
2015-04-11,Home Office,New York City,New York,East,Technology,Phones,Panasonic Kx-TS550,275.94
2015-04-11,Home Office,New York City,New York,East,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0
2015-04-11,Home Office,New York City,New York,East,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57
2015-09-19,Corporate,Long Beach,California,West,Office Supplies,Fasteners,OIC Binder Clips,7.16
2017-04-23,Corporate,Hesperia,California,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52
2017-04-23,Corporate,Hesperia,California,West,Technology,Accessories,Logitech Wireless Headset h800,99.99
2018-03-11,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992
2017-08-30,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Aastra 57i VoIP phone,290.898
2017-08-30,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224
2017-08-30,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744
2017-08-30,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24
2017-08-30,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764
2017-04-25,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,AT&T 841000 Phone,82.8
2017-04-25,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724
2017-04-25,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896
2016-01-09,Consumer,Los Angeles,California,West,Office Supplies,Binders,Storex Dura Pro Binders,4.752
2016-01-09,Consumer,Los Angeles,California,West,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984
2016-01-09,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Non-Stick Binders,14.368
2015-12-07,Corporate,San Francisco,California,West,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712
2015-12-07,Corporate,San Francisco,California,West,Furniture,Tables,Hon 5100 Series Wood Tables,698.352
2016-06-22,Consumer,Layton,Utah,West,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96
2015-04-13,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,Newell 314,17.856
2015-04-13,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97
2015-04-13,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,Staples,30.992
2015-04-13,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928
2016-12-20,Consumer,Austin,Texas,Central,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8
2018-06-15,Consumer,San Francisco,California,West,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
2018-08-07,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56
2018-08-07,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,Easy-staple paper,24.56
2018-08-07,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96
2017-01-09,Home Office,New York City,New York,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79
2017-01-09,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 1881,24.56
2017-01-09,Home Office,New York City,New York,East,Office Supplies,Binders,Acco Hanging Data Binders,3.048
2017-01-09,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 1881,49.12
2017-01-09,Home Office,New York City,New York,East,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168
2017-08-04,Consumer,New York City,New York,East,Furniture,Bookcases,Sauder Barrister Bookcases,388.704
2017-08-04,Consumer,New York City,New York,East,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26
2017-08-04,Consumer,New York City,New York,East,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04
2017-08-04,Consumer,New York City,New York,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4
2017-04-23,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24
2018-08-03,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84
2018-08-03,Corporate,Columbus,Georgia,South,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7
2018-09-25,Consumer,New York City,New York,East,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7
2018-09-25,Consumer,New York City,New York,East,Furniture,Chairs,Global Ergonomic Managers Chair,488.646
2018-09-25,Consumer,New York City,New York,East,Office Supplies,Art,Newell 333,5.56
2018-09-25,Consumer,New York City,New York,East,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12
2015-09-24,Consumer,San Francisco,California,West,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
2017-10-21,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2
2017-10-21,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,Staple remover,7.36
2017-10-21,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,Pizazz Global Quick File,104.79
2017-10-21,Corporate,Manchester,Connecticut,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92
2018-05-29,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,Xerox 1930,25.92
2018-05-29,Consumer,Harlingen,Texas,Central,Office Supplies,Storage,File Shuttle I and Handi-File,53.424
2015-07-23,Consumer,Tucson,Arizona,West,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16
2015-07-23,Consumer,Tucson,Arizona,West,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936
2015-07-23,Consumer,Tucson,Arizona,West,Office Supplies,Art,Newell 324,9.24
2015-07-23,Consumer,Tucson,Arizona,West,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04
2017-09-28,Corporate,Quincy,Illinois,Central,Office Supplies,Paper,Xerox 1960,99.136
2018-08-27,Corporate,Franklin,Massachusetts,East,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424
2016-04-28,Consumer,Houston,Texas,Central,Office Supplies,Appliances,Holmes Odor Grabber,8.652
2016-04-28,Consumer,Houston,Texas,Central,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832
2016-04-28,Consumer,Houston,Texas,Central,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176
2017-10-28,Corporate,San Francisco,California,West,Office Supplies,Paper,Southworth Structures Collection,50.96
2017-10-28,Corporate,San Francisco,California,West,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536
2016-06-26,Corporate,Taylor,Michigan,Central,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9
2016-11-27,Consumer,Pembroke Pines,Florida,South,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575
2016-11-27,Consumer,Pembroke Pines,Florida,South,Technology,Accessories,Logitech Media Keyboard K200,83.976
